m,tau,t1_over_tau,gatemargin_over_tau,boundC,R_over_tau25,abs_sinw,prec_bits,r25_hp,sinw_hp,tau_hp
12,1.297004527549051140e-3,0.250243416260,0.750405366465,3.7194896049,0.2579200209,0.9999990008,497,2.57920020878488039080977410498334896261930521921015547625913414918167867391807044775636343e-1,9.99999000825095741135398767937120458591998185067729614570078337339650224651279115846447570e-1,1.29700452754905117189881033890794655370548979381669893543346929276394117577980384549970914e-3
13,1.111960917713157582e-3,0.250208660179,0.750347526414,3.7186981375,-0.2579222598,0.9999991432,502,-2.57922259752867894892714850367933715006920651427374673785894443355806165100318433910926480e-1,9.99999143181266618520138227857923939349023735392240717335306070229544533349209882603084915e-1,1.11196091771315758216772994205172999035568852408916877208496342417312489725385745181071447e-3
14,9.638678341106890262e-4,0.250180851072,0.750301237723,3.7180648980,0.2579240528,0.9999992572,507,2.57924052766832106497952109427377378628851166525014395270224789207760816028077556767794248e-1,9.99999257158066704644324814330688285195040660745766419320753298843450545885293023362261903e-1,9.63867834110689056148438000895434651541269851060168233487738987272291498306053334797348966e-4
15,8.435040938771510817e-4,0.250158253397,0.750263617258,3.7175503480,-0.2579255108,0.9999993498,513,-2.57925510846263743411184395498395869510485932742704285100559602245227576145233096592543674e-1,9.99999349824367586492196940943335230739926587445088946273038637878055641513456674202558259e-1,8.43504093877151091672439619029537612650516027757510938796877000757398284012501560681402501e-4
16,7.443553477113373004e-4,0.250139641678,0.750232628357,3.7171265721,0.2579267125,0.9999994262,518,2.57926712464197015266986402102978204166864993534012322324117486774544466293534145658574537e-1,9.99999426178298337474709091386448643661145950345528505022472682899122370393998615527327819e-1,7.44355347711337247617896405894237027834238239294295414349538325537232065782567472727270972e-4
17,6.617136778124200949e-4,0.250124130624,0.750206799205,3.7167734057,-0.2579277144,0.9999994898,523,-2.57927714397412255291462147004107662231720173866103181343797903159150403645175799793642777e-1,9.99999489834529708173065077611003643393292678262229424011632763967523726729861931082660363e-1,6.61713677812420058290198308769806966897919552466476558430616476068050334639006248414751095e-4
18,5.921081981289138185e-4,0.250111067774,0.750185044766,3.7164759883,0.2579285585,0.9999995435,529,2.57928558543555496997710332933668765309289555852218752618319576433135611295650423279078935e-1,9.99999543459493635794733076240313362789808405761223200356151387714788890600405938498363208e-1,5.92108198128913809691910669284539175409820642190708803660923182043994430710664292005750910e-4
19,5.329345564482051035e-4,0.250099963698,0.750166550923,3.7162231734,-0.2579292764,0.9999995891,534,-2.57929276364880027687764416058665482165965403693927373891203168131235858403970624954457294e-1,9.99999589054889025265714914148681408430984221301549361276868668142419710527910477418836229e-1,5.32934556448205108082218844326711134202564374127817804978018112861007831549085396938796949e-4
20,4.822077200721810401e-4,0.250090445441,0.750150697178,3.7160064676,0.2579298919,0.9999996281,539,2.57929891857771296900656942054690185582509535662008559186661243570691330988553278539558531e-1,9.99999628147026342930964375077555113905410567259017023979037902190048606724809537191701705e-1,4.82207720072181054080974889319835847269007675157185163212721009528638331262312425306968351e-4
21,4.383932966465752803e-4,0.250082224773,0.750137003910,3.7158193071,-0.2579304236,0.9999996619,544,-2.57930423581471754709314705706451520944708611478784238208841173486879108103072251722103612e-1,9.99999661916121958776713525778321933817556323727247200511421168222855071520661799070253250e-1,4.38393296646575273734437595699647102703856195392545898944177665346142398693021887711023588e-4
22,4.002901187739209060e-4,0.250075076099,0.750125095669,3.7156565547,0.2579308861,0.9999996913,550,2.57930886071768352079364405252594657234056975588721244744032506303938733022918631222636598e-1,9.99999691286357872598018027457213400139210805879268014266845700006395497369122383375615559e-1,4.00290118773920906800562481845376400603798997198590665649297288475799060140907027634256058e-4
23,3.669470302021846206e-4,0.250068820805,0.750114675154,3.7155141431,-0.2579312908,0.9999997170,555,-2.57931290843815775063557534983956056421562181965299913218098768205008957301623792794291242e-1,9.99999716989744406914761204362094263176057697860117976714626020228470731846839802828126739e-1,3.66947030202184629106168830961704554160410755104261379580960025545212268276781041945108827e-4
24,3.376029441335416897e-4,0.250063315988,0.750105504481,3.7153888186,0.2579316471,0.9999997396,560,2.57931647115079951794400808775240766342737078205944185309266885420587687163099906847933113e-1,9.99999739612145152204565508673111157645456311639492959207631838975651189641918041219476165e-1,3.37602944133541683215240193979700791450036015310165247902023637851602461261569408871140107e-4
25,3.116430220313455633e-4,0.250058446220,0.750097391479,3.7152779527,-0.2579319623,0.9999997596,566,-2.57931962334222945904603376389177745251831710885350419812690757536835866778644006486901061e-1,9.99999759626938442864785896268462212441225293360866973178006649552300883361296080919509150e-1,3.11643022031345565394521479640154942059575238088721230598952668277359438846353131587467431e-4
26,2.885662020262808785e-4,0.250054117440,0.750090179540,3.7151794037,0.2579322426,0.9999997774,571,2.57932242573246251087197252304147998517115985013502377442680801697222201945697651742561264e-1,9.99999777419969859316500787475099930281414061880917548809315993404655095415985722494561108e-1,2.88566202026280877545469259123646797769503674139823570299283392044863413826045141792606467e-4
27,2.679608376559373191e-4,0.250050252381,0.750083740005,3.7150914123,-0.2579324928,0.9999997933,576,-2.57932492821847361002371623531143072998505815371184090480474493536367152971658628059465306e-1,9.99999793308278545408594375710523773024798074244008927733479678567707955627791813566259772e-1,2.67960837655937297915797302422603981242173619813439740274840227082298669737712798731426427e-4
28,2.494862118268821420e-4,0.250046787094,0.750077966386,3.7150125225,0.2579327172,0.9999998076,582,2.57932717210892217458703308328361131746069383981654955080421081335141056914968474999845799e-1,9.99999807554311400914584282163945517475060374908214555958604364732087336530734366158668342e-1,2.49486211826882168737168162583299589937117338497752054691366425136322019684011339885579918e-4
29,2.328583607191746761e-4,0.250043668286,0.750072769932,3.7149415210,-0.2579329192,0.9999998204,587,-2.57932919183858400853375440733793542618435830017931538837285656972752673465805113893424524e-1,9.99999820376826099975572318679620396375349233248101490015831971567025497477360121328606816e-1,2.32858360719174688757734688371782026194701056395182714656797124483281547682920882692753466e-4
30,2.178390963463437170e-4,0.250040851257,0.750068076200,3.7148773899,0.2579331016,0.9999998320,592,2.57933101629644483986588736687433801796825831466958347716221837864525556875963482952650323e-1,9.99999831959335922672173140257246826180042530115206150111403689912098536195686368772620715e-1,2.17839096346343721137246609742996980975288707133125139734008310087678716624610809384685002e-4
31,2.042274287489750928e-4,0.250038298291,0.750063822375,3.7148192706,-0.2579332670,0.9999998425,598,-2.57933266986382854460144582094125070697044780635593642341018418074707187151654535406378152e-1,9.99999842456709933125535921817401476485127576578918214978785932244598772874095328845143678e-1,2.04227428748975099797807378832826966551030410120031845719022797591881786675543519805298702e-4
32,1.918528065296899363e-4,0.250035977386,0.750059955152,3.7147664345,0.2579334173,0.9999998520,603,2.57933417323271054720932378904980731795117410715621156227063685480715891350958273202755759e-1,9.99999852000375002919383830252013277876133377678950942944860388073680757302458750610207850e-1,1.91852806529689942177462536553641049242770970940807160054813649834414637079512050042190766e-4
33,1.805697481860462652e-4,0.250033861243,0.750056429065,3.7147182600,-0.2579335544,0.9999998607,608,-2.57933554405583804340523850383800138119976921639186557484896241910225446777334878385573550e-1,9.99999860702448181482339810874568470713800141291788496840761556603302336883610563432913049e-1,1.80569748186046274017382182599972128489500312520315182798629970822678867994092868129156109e-4
34,1.702535465552894821e-4,0.250031926465,0.750053205139,3.7146742145,0.2579336797,0.9999998687,614,2.57933679746703168625531911580840371199571427809009793669345471234622472003452308542107014e-1,9.99999868659043573206612399459454772140334356570422689149024944189598240852315069016773636e-1,1.70253546555289478606457170553637632067192990599705531321910741800971071887156132249934172e-4
35,1.607968080504072902e-4,0.250030152903,0.750050249810,3.7146338391,-0.2579337947,0.9999998760,619,-2.57933794650046817340910531351091968103319118857305625903849971152492684034133649375992315e-1,9.99999875952936929501104357812930584258118227588514314203155396979085220467281108578867845e-1,1.60796808050407293739502765325949479187028545682439326296130172944209250036059632762799742e-4
36,1.521066462982798646e-4,0.250028523129,0.750047534050,3.7145967373,0.2579339002,0.9999998827,624,2.57933900243075061264368422979025950886226011655009398825532592821019329364542895642914895e-1,9.99999882655726660625647385496975276273895293981485220540018192943349065509232788980714630e-1,1.52106646298279852665769096787957523734746444938108571518584331838672650523149262607128351e-4
37,1.441023924876601130e-4,0.250027022011,0.750045032647,3.7145625643,-0.2579339975,0.9999998888,630,-2.57933997505041760557637575220583602533988952867534987991869861253913319969166963461371576e-1,9.99999888829597163324275563196430720065792867433058365201597275422965095477110580876002893e-1,1.44102392487660102456356406809682587687169758815767823540337286098271838583825064309256395e-4
38,1.367137164909934381e-4,0.250025636353,0.750042723620,3.7145310199,0.2579340873,0.9999998945,635,2.57934087289770569322057567770212910126232417664966894574682589809463613387050104485810857e-1,9.99999894528765952503217436426775853989374088994744167455320759220773292474060507077112775e-1,1.36713716490993451618794752995477959074574386578883148972815369219033929545262156605766389e-4
39,1.298790766462779012e-4,0.250024354611,0.750040587739,3.7145018412,-0.2579341703,0.9999998998,640,-2.57934170344450094018428820436836671219651230619115573441449727745396243460927292617838876e-1,9.99999899800677771498993462139880615313065468982315426020305410602784978343544019763573346e-1,1.29879076646277891709672857593484862289634792764414986531469679293018493774960017301929280e-4
40,1.235444341005285354e-4,0.250023166648,0.750038608113,3.7144747974,0.2579342473,0.9999999047,646,2.57934247325223758809207575741819940387638844012717517730587168714585601467972437951929852e-1,9.99999904686995003075538187357773707039260262716502562162319711270323212023557223528953822e-1,1.23544434100528542809405440105177783083003446546802747160451780380766454786545397742909013e-4
41,1.176621813448275138e-4,0.250022063534,0.750036769864,3.7144496853,-0.2579343188,0.9999999092,651,-2.57934318810184159649278291095117434015918836235247089986216637604863280954621226158527473e-1,9.99999909224423145245747351762688312896350301150715029371040263016887099750045867207579088e-1,1.17662181344827519678606268195834698057052229205029799695720831053819213273068562699253435e-4
42,1.121902451084190162e-4,0.250021037375,0.750035059845,3.7144263250,0.2579343853,0.9999999134,656,2.57934385310254228277382691977490253220558595298032831567065873582411447700569089819840316e-1,9.99999913445402010618456276816104791257662358948075538146231835886833944269510003643640224e-1,1.12190245108419012555726324298879229666949741384111278856821474357520656806609493232171535e-4
43,1.070913319231331660e-4,0.250020081178,0.750033466400,3.7144045574,-0.2579344473,0.9999999174,662,-2.57934447278338994410591703669948355159740311612044517220690316678417012877857643606102361e-1,9.99999917378687042777423397449411527354609894970764184022432631553183604847443339179264015e-1,1.07091331923133159800001922600155196494603988890638668409996293141044919915949473870180725e-4
44,1.023322910043906239e-4,0.250019188723,0.750031979168,3.7143842410,0.2579345051,0.9999999210,667,2.57934505117055068594600671734224360691849288309598626101908110016324453356984637030968674e-1,9.99999921049840268876109614751320904206474810349876206993747880493714719159965075864702128e-1,1.02332291004390626872119616015788131124174162793890391725183721026198916484706793291120696e-4
45,9.788357405348248157e-5,0.250018354468,0.750030588916,3.7143652494,-0.2579345592,0.9999999245,672,-2.57934559185284947599819613880964976921044238205663422383222392800377888106540342369331064e-1,9.99999924481646591932578640492344383579041949756661954488585671434081785808452646380983597e-1,9.78835740534824858930750944571626987815418980516709778384616017238582845427053530576699261e-5
46,9.371877548974421072e-5,0.250017573460,0.750029287392,3.7143474701,0.2579346098,0.9999999277,678,2.57934609803755978502723288930533424531743665448799638636264422196389648529695625390882268e-1,9.99999927694468121719723003815460384181872856629814372342227537781078593823857880300375489e-1,9.37187754897442144202798910012029190632538106014766660168013650454870379541729506822161510e-5
47,8.981423971219531545e-5,0.250016841262,0.750028067202,3.7143308019,-0.2579346573,0.9999999307,683,-2.57934657259806387428089191821627603823091279716622365473816698290328351292348244634481971e-1,9.99999930706546863967003693801981906365794108243122561807129848744421632880767149797460769e-1,8.98142397121953136274070896278378900588700490550656955376558988568929366820087905827616472e-5
48,8.614872445061893570e-5,0.250016153891,0.750026921708,3.7143151542,0.2579347018,0.9999999335,688,2.57934701811470979074148628393391557542737786805633452074476099769030948013351288256760096e-1,9.99999933534264193552298808387618952261353462644644553326706207068326752280800091128589985e-1,8.61487244506189303938577261371695267604953820388551271421212147437283407843284563936205032e-5
49,8.270311123457016337e-5,0.250015507760,0.750025844936,3.7143004453,-0.2579347437,0.9999999362,694,-2.57934743690995266906367060868905545894003248090961001014180712466879377074241919093554914e-1,9.99999936192364021829458459959873227472438655294587223846777428049336255675711507182086453e-1,8.27031112345701602672804999055994707148313879014583069414489229830861975891968443996255426e-5
50,7.946015559147721734e-5,0.250014899634,0.750024831496,3.7142866016,0.2579347831,0.9999999387,699,2.57934783107867618621735313525030487736047501906338330880104343901919050264737549793270837e-1,9.99999938694145349639641995229084391055880469213459263948885650122901203582238770168090155e-1,7.94601555914772174346180384338463366839151276577810269215059120450953906067289627377652422e-5
51,7.640427086342378108e-5,0.250014326591,0.750023876517,3.7142735566,-0.2579348203,0.9999999411,704,-2.57934820251443510137692973045904041866469594046719455223233091586812025309921039145262964e-1,9.99999941051628913130224218203833116075414490483195764653943472659141835583292655377136065e-1,7.64042708634237867857477255361067990960866185170927412588114242389369200811964598503846618e-5
52,7.352134056949611012e-5,0.250013785983,0.750022975588,3.7142612499,0.2579348553,0.9999999433,710,2.57934855293223410152578650722087372500589472557707975240178018245136995940579670284553046e-1,9.99999943275701830689921415438673113748248550306902517474542401880201401453472460734381535e-1,7.35213405694961068583787507111319535886166169585934937834301892398181320934911153726106585e-5
53,7.079855508584555624e-5,0.250013275408,0.750022124705,3.7142496269,-0.2579348884,0.9999999454,715,-2.57934888388835572008827357202920018430756768114138708256025140150412198689290910707748170e-1,9.99999945376243508321877504288792912250769271797384738818639921902892995982526648328206503e-1,7.07985550858455563615274530631220705358079000007075483215005092170687239308794088461529178e-5
54,6.822426910724881664e-5,0.250012792681,0.750021320230,3.7142386379,0.2579349197,0.9999999474,720,2.57934919679766625434876854253243739679405255685250505826985823989494448470704167856441691e-1,9.99999947362235528073436947104634173995271379647184842706299508291623905520265579121139847e-1,6.82242691072488230650744440424162557598944983025074186155302360124571458065147685850378910e-5
55,6.578787692211138130e-5,0.250012335813,0.750020558847,3.7142282375,-0.2579349493,0.9999999492,726,-2.57934949294875972500123367201627168524156377222270507976996785554564262411122207317505538e-1,9.99999949241857806504000527259928210045876851683068486456693204550628596234828214777757905e-1,6.57878769221113872404510980044994497905924247910425615853824238595684011211433816587099585e-5
56,6.347970300137536766e-5,0.250011902990,0.750019837533,3.7142183846,0.2579349774,0.9999999510,731,2.57934977351724311361537013661972649139681117293883966133239393213475113321638396896968742e-1,9.99999951022572949266965888989952451604307899826827909962549199102083582616071988234630995e-1,6.34797030013753716119967738012318746864734152288161312540254882177030165660865359351627363e-5
57,6.129090578955267478e-5,0.250011492554,0.750019153525,3.7142090412,-0.2579350040,0.9999999527,736,-2.57935003957741909301553703414812407998144062841024764320426355861352279303961739338794891e-1,9.99999952711200429165063459590852586304967490647007855322537921815275586491675312157412264e-1,6.12909057895526757702815572500036833110104061625760949242115542346345123839612076058052405e-5
58,5.921339290816026173e-5,0.250011102986,0.750018504295,3.7142001730,0.2579350292,0.9999999543,742,2.57935029211258340840698107170365363337259548499143536001093356167275387737499311851354178e-1,9.99999954313981966923110376437701405617293729080534478093636317179531439437725832451674188e-1,5.92133929081602605624613532974326689378759928080103076856758037065932420810944893414997069e-5
59,5.723974625022867013e-5,0.250010732896,0.750017887523,3.7141917481,-0.2579350532,0.9999999558,747,-2.57935053202412151472024763242337156174104723328485220186691455926563290182875381280410935e-1,9.99999955836639287136959622836052321149205700259080457713473776206724752283169967604076114e-1,5.72397462502286693934962129256945729712422712078717154299315357405657597693753687244218499e-5
60,5.536315566896133511e-5,0.250010381007,0.750017301082,3.7141837376,0.2579350760,0.9999999573,752,2.57935076013956185598902350922583823822885750299081766952639506692958354820470332291785794e-1,9.99999957284425248953576472357130262734268779948843347313658041530556016746014308367123273e-1,5.53631556689613376066745432444466640273838441878389129288416988937165629372562728976710856e-5
61,5.357736015184309391e-5,0.250010046144,0.750016743015,3.7141761146,-0.2579350977,0.9999999587,758,-2.57935097721972034021005576384251995597643506894627021796955923654587133053437087676891787e-1,9.99999958662169206006877348810981772171180166084146788589803495411766296073178399796669334e-1,5.35773601518430954516469940808111220420153067274289994456932534831000435426066125660751381e-5
62,5.187659552984796553e-5,0.250009727226,0.750016211520,3.7141688547,0.2579351184,0.9999999600,763,2.57935118396505135257480051945959688026773690863044018474393309227067082961330438659055658e-1,9.99999959974317328113040659681518144572165295465025671718479721274393518346459735826268430e-1,5.18765955298479678487344357528489594387032562143273523624746562009321877502348354224007261e-5
63,5.025554790501136530e-5,0.250009423257,0.750015704938,3.7141619350,-0.2579351381,0.9999999612,768,-2.57935138102130443914782532485903558375211026985043818525170398609426304324179749513378687e-1,9.99999961224968514264779423850423278574725030832091714670073896973913060283429804075528293e-1,5.02555479050113643985213594099101919512817149912455676200011000148572152955133693808327333e-5
64,4.870931209269521066e-5,0.250009133317,0.750015221734,3.7141553347,0.2579351569,0.9999999624,774,2.57935156898457207469101946146012042827962749158260667529472938067627498874566486482109519e-1,9.99999962417906439333204583111878983503837213692058954712211271765186395626841018914085838e-1,4.87093120926952121964321316238019740412181563070732526604540300212716277853142953795761152e-5
65,4.723335447081094613e-5,0.250008856556,0.750014760493,3.7141490345,-0.2579351748,0.9999999636,779,-2.57935174840580228726103198898660444710644976445065690078540358757761950816923583470672847e-1,9.99999963556628202950807469106469780141507831056430337613811130528903329527235284820572544e-1,4.72333544708109464352024790225281310468342188563385764657703069250095630142718161386102860e-5
66,4.582347970988579920e-5,0.250008592187,0.750014319903,3.7141430163,0.2579351920,0.9999999646,784,2.57935191979484000760658037169266314056296098599647237639507735302433404360029131209954323e-1,9.99999964644369986144311866342523365284931644727207199073929136446313021783725372068455684e-1,4.58234797098857980202515654196012249902799998216201908847610858547806043231120142583401808e-5
67,4.447580092747777905e-5,0.250008339481,0.750013898750,3.7141372636,-0.2579352084,0.9999999657,790,-2.57935208362405256253552328002895135472502565907396722653286705830278381348051076875034003e-1,9.99999965684130067628195997110913546700674510245768589655626617581433910821926612095811884e-1,4.44758009274777795527382819025346678388484715777860108180639223468668044710955109478640442e-5
68,4.318671286997688500e-5,0.250008097761,0.750013495906,3.7141317610,0.2579352240,0.9999999667,795,2.57935224033158750637226445486176144356785738589324339345562335581948013903887794427846372e-1,9.99999966678689505785089528497488193562390878528046911622965435464940487196330769531331183e-1,4.31867128699768864464664855360210310465477839571715753847568828446521291000608012863321391e-5
69,4.195286777585919375e-5,0.250007866401,0.750013110326,3.7141264943,-0.2579352390,0.9999999676,800,-2.57935239032430479118295235213173138550775610406658642495021954802444224712918642517947421e-1,9.99999967630630753027013009647940818089400200100732730253415876284365930012606072664394461e-1,4.19528677758591958395198295839220219823772141415027976478435344649853505334342233289793637e-5
70,4.077115361830384798e-5,0.250007644816,0.750012741037,3.7141214501,0.2579352534,0.9999999685,806,2.57935253398041995487262534231868758799281833819236126075824734068595837172336765220360171e-1,9.99999968542354435436820459107720053192934717988536411244244178949275687950516259115333069e-1,4.07711536183038497602995379108898875591318074848069627298794950642005287326975578674969320e-5
71,3.963867446283797177e-5,0.250007432464,0.750012387135,3.7141166160,-0.2579352672,0.9999999694,811,-2.57935267165189042342534970987462760072620124596164404431999490653215481789957528444806439e-1,9.99999969416094501486549154872666926028622965987510253551529283160826390516110172940707987e-1,3.96386744628379714437854086685350144640991403632781206460479578451891471153557076178067334e-5
72,3.855273270825861510e-5,0.250007228839,0.750012047775,3.7141119806,0.2579352804,0.9999999703,816,2.57935280366657306820756662640131306813496107738970891753735498113576315927026513590708156e-1,9.99999970253931918511948780379467674448799753076954736260832887575796141747742817494099690e-1,3.85527327082586129317495364167081078635784956475825053924809708098147511985680626361907770e-5
73,3.751081300726238828e-5,0.250007033468,0.750011722173,3.7141075332,-0.2579352930,0.9999999711,822,-2.57935293033017773816003176485028765910818679092266897305777974087370162631518674524065312e-1,9.99999971057807073898085458646346859687542793091760378074972897102370061501187859557114785e-1,3.75108130072623872281475630009355234530967565846449130779397878760749634539815124735940009e-5
74,3.651056768763808272e-5,0.250006845912,0.750011409594,3.7141032636,0.2579353052,0.9999999718,827,2.57935305192803852154666042694355524174136125824974988363697335805509872424772127340543339e-1,9.99999971829531019102133644078195659479628399893905417505638497099800913840703474948171427e-1,3.65105676876380799855847718047255130724563513229663184462211282844859175258029732356654801e-5
75,3.554980351608893270e-5,0.250006665759,0.750011109353,3.7140991626,-0.2579353169,0.9999999726,832,-2.57935316872672191675049604661382205986384270204368432580299820074261345158962624958887666e-1,9.99999972570795678287334300001383537968570576770031634408813957863103710694829449112775555e-1,3.55498035160889307051313202120794293560438383189254219158430119301054153442504307695040409e-5
76,3.462646966520838024e-5,0.250006492625,0.750010820809,3.7140952213,0.2579353281,0.9999999733,838,2.57935328097548885072307845981797876570781277942767534354615201432641240879405649719853674e-1,9.99999973283183129112930188020588370242939633351582454120992096983437158114814549498459455e-1,3.46264696652083772512525669918061548725723064262343810528347909601286326035410022260153091e-5
77,3.373864676022422847e-5,0.250006326150,0.750010543363,3.7140914316,-0.2579353389,0.9999999740,843,-2.57935338890762552998145168560160734099195130241054183093297451512518991619637505972158186e-1,9.99999973968174050819399272169815515802582446278196929943415812716103875383220537696521193e-1,3.37386467602242301156779052901608123310203030635334185646105361412708810738434257591832466e-5
78,3.288453689618086017e-5,0.250006165997,0.750010276452,3.7140877859,0.2579353493,0.9999999746,848,2.57935349274165640253896374415127114388820486763874788509691427353932113550526787219249536e-1,9.99999974627155423912650959619793199089750093775433483184526798794021918663407493812568869e-1,3.28845368961808635150452159257110766122447048665279457968308113349766096483604091802548614e-5
79,3.206245452852705892e-5,0.250006011849,0.750010019549,3.7140842768,-0.2579353593,0.9999999753,854,-2.57935359268245101587624192591908990041812699588382265974389089160990518793497835553507251e-1,9.99999975261427556269245917326844112984104063916864312644136776923416851236440724766696408e-1,3.20624545285270600499308293692396240557608095555948759389781001853107653961793594485490626e-5
80,3.127081815085713178e-5,0.250005863411,0.750009772161,3.7140808977,0.2579353689,0.9999999759,859,2.57935368892223524706272405030534273618621281268046065330185261174851128745359752370753417e-1,9.99999975872210502173323709048699066894206153935826569562413744148982126658008928018215059e-1,3.12708181508571336717996689384225102067473785214810743382447141870855047255142129947819210e-5
81,3.050814268301849338e-5,0.250005720403,0.750009533824,3.7140776423,-0.2579353782,0.9999999765,864,-2.57935378164151623171620021046290673871337250210304540043968769046558449745006457307994706e-1,9.99999976460649933497840716164782006354636952200681868865015093574825654277132193149108159e-1,3.05081426830184934742134333315838288551720768239340691319641009475598905762203690651927582e-5
82,2.977303250112407705e-5,0.250005582564,0.750009304100,3.7140745045,0.2579353871,0.9999999770,869,2.57935387100992930749832699296563791545720734728335560162301647640276370473629020948629780e-1,9.99999977027822515823682512934558059386688128486053206863698233993109020846695258896658434e-1,2.97730325011240767029583917151911848464338352485394304517461489608323988973865493082465169e-5
83,2.906417504834237287e-5,0.250005449647,0.750009082581,3.7140714787,-0.2579353957,0.9999999776,875,-2.57935395718701439716701716032629919416319100944128548372799459679732390285041803249771183e-1,9.99999977574740836635141376429186897920816105110199468355126986248340595399459067055547352e-1,2.90641750483423730360751981662391838579574721177294873623252148845440475345478050432664790e-5
84,2.838033497180930938e-5,0.250005321422,0.750008868880,3.7140685598,0.2579354040,0.9999999781,880,2.57935404032292847027816182154294331867812791935712077058650710410887030940162449738230834e-1,9.99999978102357927740303510683000273671104145280967487575955440230514889365303947662035254e-1,2.83803349718093089398765317218151470760323275669982812010502386535793248080349896635367423e-5
85,2.772034873672539577e-5,0.250005197669,0.750008662633,3.7140657427,-0.2579354121,0.9999999786,885,-2.57935412055910002805629040532291612709584020947124675048541806922207460228876781345020755e-1,9.99999978611571419655021458093236184589385919006328928319934744934673392942782110414010738e-1,2.77203487367253968704342787656344286534463150411986636743376495522023459589179118808620869e-5
86,2.708311967376339992e-5,0.250005078184,0.750008463498,3.7140630227,0.2579354198,0.9999999791,891,2.57935419802883094119006785212293896698327428282136316797110867390327381903958740062456217e-1,9.99999979103227361786032223240087565609181388943578777376724877322071977019336309177892069e-1,2.70831196737633988345771820488349013448962383044007567628608748546114650858427345460752081e-5
